0_,1_Symbol,2_Company Name,3_,4_High,5_Offer Shares,6_Offer Price,7_Close Price,8_Bid Price,9_Bid Shares,10_Low,11_Shares,12_Prev Close,13_Chg,14_%,15_Trades,16_Avg Price,17_52 Week High,18_52 Week Low,19_Riyal,Timestamp
,ORDS,Ooredoo,+,9.787,"45,000",9.55,9.5,9.5,"283,315",9.256,"2,520,682",9.3,0.2,2.15,690,9.509,10.69,7.001,"23,968,646",2023-03-04 18:28:02.527389+00:00
,UDCD,United Dev,+,1.189,"15,000",1.179,1.172,1.172,"25,000",1.145,"2,806,445",1.14,0.032,2.81,154,1.166,1.694,1.114,"3,271,591",2023-03-04 18:28:02.527389+00:00
,DHBK,Doha B,+,1.738,"10,000",1.7,1.698,1.698,"64,899",1.65,"8,761,765",1.66,0.038,2.29,323,1.695,2.85,1.58,"14,852,827",2023-03-04 18:28:02.527389+00:00
,MKDM,Mekdam Holding Group,=,7.4,"9,390",7.4,7.4,7.395,"10,000",7.393,"180,742",7.4,0.0,0.0,86,7.4,8.684,5.9,"1,337,465",2023-03-04 18:28:02.527389+00:00
,IQCD,Industries Qatar,+,14.23,"8,500",14.1,14.1,14.08,"1,100",13.96,"4,826,169",13.95,0.15,1.07,"1,687",14.09,20.35,12.7,"68,006,533",2023-03-04 18:28:02.527389+00:00
,MARK,Rayyan B,+,2.745,"10,172",2.73,2.73,2.725,"209,143",2.7,"21,580,233",2.7,0.03,1.11,"1,812",2.723,5.98,2.582,"58,762,215",2023-03-04 18:28:02.527389+00:00
,IGRD,Estithmar,+,1.95,"117,057",1.924,1.924,1.919,"69,943",1.919,"11,068,542",1.919,0.005,0.26,847,1.932,2.765,1.423,"21,384,721",2023-03-04 18:28:02.527389+00:00
,QAMC,QAMCO,+,1.76,"129,451",1.759,1.759,1.751,"20,000",1.716,"11,430,410",1.715,0.044,2.57,694,1.741,2.819,1.46,"19,899,798",2023-03-04 18:28:02.527389+00:00
,QNBK,QNB,-,16.65,893,16.4,16.21,16.21,"226,827",16.21,"3,474,235",16.59,-0.38,2.29,"1,970",16.48,27.0,15.54,"57,245,722",2023-03-04 18:28:02.527389+00:00
,QIBK,QIB,+,18.92,"36,005",18.79,18.6,18.6,"113,285",18.45,"2,309,153",18.55,0.05,0.27,"1,164",18.63,28.0,17.9,"43,018,471",2023-03-04 18:28:02.527389+00:00
,GISS,Gulf Inter,+,1.888,"154,828",1.884,1.884,1.875,"10,381",1.829,"4,944,236",1.833,0.051,2.78,253,1.863,2.348,1.449,"9,213,385",2023-03-04 18:28:02.527389+00:00
,QGMD,Qatar German Med,+,1.054,"204,099",1.044,1.044,1.04,376,1.025,"3,676,551",1.034,0.01,0.97,123,1.043,2.679,0.867,"3,834,712",2023-03-04 18:28:02.527389+00:00
,ERES,Ezdan,+,0.941,"200,000",0.944,0.941,0.941,"240,480",0.896,"7,952,968",0.9,0.041,4.56,244,0.928,1.529,0.78,"7,382,613",2023-03-04 18:28:02.527389+00:00
,MRDS,Mazaya,+,0.574,"22,731",0.572,0.568,0.568,"1,131,794",0.56,"6,250,160",0.564,0.004,0.71,135,0.567,1.003,0.522,"3,544,426",2023-03-04 18:28:02.527389+00:00
,DUBK,Dukhan Bank,+,2.997,"55,812",2.97,2.97,2.965,"35,000",2.928,"6,152,234",2.93,0.04,1.36,394,2.954,4.0,2.84,"18,175,972",2023-03-04 18:28:02.527389+00:00
,MCCS,Mannai,-,5.999,"8,470",5.79,5.74,5.74,"145,820",5.592,"4,900,285",6.213,-0.473,7.61,769,5.723,14.79,5.592,"28,046,313",2023-03-04 18:28:02.527389+00:00
,QFBQ,Lesha Bank,+,0.885,"36,900",0.883,0.876,0.876,"584,807",0.861,"4,920,954",0.868,0.008,0.92,135,0.87,1.94,0.803,"4,281,705",2023-03-04 18:28:02.527389+00:00
,QIGD,Investors,+,2.008,"10,000",1.999,1.996,1.996,"140,143",1.979,"2,230,848",1.988,0.008,0.4,130,1.99,2.7,1.575,"4,439,902",2023-03-04 18:28:02.527389+00:00
,QFLS,Qatar Fuel,+,17.03,"4,208",16.53,16.53,16.5,800,16.33,"884,844",16.28,0.25,1.54,462,16.73,20.08,16.05,"14,807,165",2023-03-04 18:28:02.527389+00:00
,SIIS,Salam,+,0.524,"905,620",0.525,0.521,0.521,"10,578",0.515,"2,725,862",0.517,0.004,0.77,117,0.52,1.154,0.481,"1,417,064",2023-03-04 18:28:02.527389+00:00
,BRES,Barwa,=,2.855,"48,634",2.83,2.821,2.821,"8,001",2.807,"4,218,981",2.821,0.0,0.0,411,2.827,3.968,2.6,"11,927,048",2023-03-04 18:28:02.527389+00:00
,MPHC,Mesaied,+,2.155,"613,831",2.136,2.13,2.13,"51,997",2.116,"3,007,131",2.122,0.008,0.38,268,2.132,3.127,1.995,"6,412,166",2023-03-04 18:28:02.527389+00:00
,VFQS,Vodafone,+,1.62,"1,055,889",1.614,1.614,1.591,"100,000",1.575,"4,129,624",1.582,0.032,2.02,310,1.586,1.796,1.5,"6,551,353",2023-03-04 18:28:02.527389+00:00
,QIIK,QIIB,+,10.8,"7,073",10.76,10.74,10.74,271,10.48,"932,165",10.51,0.23,2.19,388,10.7,14.39,9.55,"9,969,193",2023-03-04 18:28:02.527389+00:00
,NLCS,Nat.leasing,+,0.686,"11,185",0.68,0.68,0.678,"3,037,000",0.66,"7,757,670",0.668,0.012,1.8,198,0.674,1.021,0.64,"5,227,233",2023-03-04 18:28:02.527389+00:00
,IHGS,Inma,-,3.159,"14,641",3.11,3.072,3.072,"1,000",3.06,"254,309",3.13,-0.058,1.85,42,3.087,6.68,2.8,"785,052",2023-03-04 18:28:02.527389+00:00
,CBQK,Commercial B,+,6.202,"157,439",6.2,6.2,6.15,"67,653",5.868,"1,639,440",6.15,0.05,0.81,475,6.18,8.699,4.8,"10,132,027",2023-03-04 18:28:02.527389+00:00
,DBIS,Dlala,+,0.835,"15,000",0.827,0.814,0.814,"98,651",0.814,"1,086,166",0.812,0.002,0.25,46,0.826,2.027,0.735,"896,883",2023-03-04 18:28:02.527389+00:00
,QNCD,Q Cement,+,4.369,"2,204",4.367,4.35,4.35,"12,365",4.2,"193,166",4.332,0.018,0.41,41,4.286,5.71,4.17,"827,876",2023-03-04 18:28:02.527389+00:00
,BLDN,Baladna,+,1.367,"148,413",1.364,1.364,1.355,"10,000",1.34,"2,610,888",1.358,0.006,0.44,179,1.357,1.87,1.27,"3,542,834",2023-03-04 18:28:02.527389+00:00
,AKHI,Khaleej Ins,+,2.045,"10,000",2.023,2.023,2.011,"20,000",1.98,"849,168",2.0,0.023,1.15,93,2.002,4.24,1.71,"1,699,919",2023-03-04 18:28:02.527389+00:00
,QGTS,Nakilat,=,3.69,"34,013",3.661,3.661,3.628,"18,000",3.568,"1,474,830",3.661,0.0,0.0,486,3.663,4.23,3.315,"5,401,939",2023-03-04 18:28:02.527389+00:00
,GWCS,Warehousing,+,3.645,"2,197",3.635,3.603,3.603,822,3.585,"76,075",3.521,0.082,2.33,22,3.588,5.006,2.9,"272,921",2023-03-04 18:28:02.527389+00:00
,QEWS,Electricity &Water,+,17.95,"4,183",17.76,17.75,17.6,"18,000",17.51,"564,881",17.51,0.24,1.37,373,17.77,20.0,16.76,"10,035,088",2023-03-04 18:28:02.527389+00:00
,QATI,Qatar Ins,=,1.8,"1,580,696",1.73,1.73,1.72,"5,320",1.72,"8,656,435",1.73,0.0,0.0,152,1.768,2.59,1.5,"15,301,447",2023-03-04 18:28:02.527389+00:00
,QNNS,MILAHA,-,9.1,"5,405",9.096,8.918,8.918,"25,000",8.918,"253,964",8.92,-0.002,0.02,157,8.983,12.66,7.755,"2,281,416",2023-03-04 18:28:02.527389+00:00
,MCGS,Medicare,-,5.99,"19,615",5.99,5.9,5.9,"5,381",5.753,"10,914",5.99,-0.09,1.5,14,5.893,7.825,5.505,"64,320",2023-03-04 18:28:02.527389+00:00
,BEMA,Beema,+,4.0,"10,000",3.999,3.705,3.705,731,3.705,"33,280",3.7,0.005,0.14,11,3.892,5.6,3.622,"129,541",2023-03-04 18:28:02.527389+00:00
,MERS,Al Meera,+,16.0,"12,355",16.0,16.0,15.95,"2,242",15.9,"155,475",15.9,0.1,0.63,109,15.99,20.8,15.5,"2,485,797",2023-03-04 18:28:02.527389+00:00
,WDAM,Widam,-,1.4,"15,097",1.399,1.399,1.366,"4,946",1.307,"392,495",1.4,-0.001,0.07,43,1.364,3.405,1.302,"535,361",2023-03-04 18:28:02.527389+00:00
,QIMD,Ind.Manf Co,+,3.024,"2,849",3.0,3.023,2.95,"22,154",2.95,154,2.95,0.073,2.47,3,2.976,4.149,2.823,458,2023-03-04 18:28:02.527389+00:00
,QOIS,Qatar&Oman,+,0.56,"17,832",0.551,0.551,0.55,"39,940",0.544,"355,765",0.543,0.008,1.47,28,0.553,0.954,0.527,"196,830",2023-03-04 18:28:02.527389+00:00
,FALH,Al Faleh Education,-,1.149,"306,999",1.114,1.114,1.077,"3,121",1.046,"833,664",1.154,-0.04,3.47,51,1.097,1.718,1.006,"914,186",2023-03-04 18:28:02.527389+00:00
,AHCS,Aamal,-,0.969,"10,000",0.952,0.952,0.951,"11,480",0.95,"1,057,621",0.961,-0.009,0.94,65,0.954,1.33,0.872,"1,009,485",2023-03-04 18:28:02.527389+00:00
,DOHI,Doha Ins,=,2.1,"9,500",2.1,2.1,2.063,"1,991",2.061,"49,437",2.1,0.0,0.0,10,2.1,2.528,1.849,"103,815",2023-03-04 18:28:02.527389+00:00
,QISI,Islamic Ins,=,8.6,"4,056",8.85,8.6,8.6,"9,960",8.6,"4,810",8.6,0.0,0.0,3,8.6,9.475,7.97,"41,366",2023-03-04 18:28:02.527389+00:00
,ZHCD,Zad,+,14.65,500,14.65,14.42,14.55,273,14.34,"26,079",13.96,0.46,3.29,12,14.55,20.95,13.4,"379,466",2023-03-04 18:28:02.527389+00:00
,QLMI,QLM,+,3.65,"1,500",3.637,3.637,3.62,787,3.62,"20,103",3.622,0.015,0.41,9,3.637,6.64,3.541,"73,121",2023-03-04 18:28:02.527389+00:00
,QGRI,General Ins,-,1.018,"11,297",0.99,0.99,0.956,"5,660",0.954,"64,035",1.028,-0.038,3.7,11,0.959,2.199,0.882,"61,411",2023-03-04 18:28:02.527389+00:00
,QETF,QETF,+,10.502,"2,433",10.494,10.5,10.476,"2,267",10.384,"31,571",10.384,0.116,1.12,21,10.47,14.5,10.213,"330,560",2023-03-04 18:28:02.527389+00:00
,QATR,QATR,+,2.377,"41,981",2.382,2.377,2.381,"83,998",2.36,"13,500",2.345,0.032,1.36,3,2.366,3.194,2.092,"31,945",2023-03-04 18:28:02.527389+00:00
,ABQK,Ahli B,=,0.0,"2,800",4.12,3.9,3.901,"5,000",0.0,0,3.9,0.0,0.0,0,0.0,4.42,3.85,0,2023-03-04 18:28:02.527389+00:00
,QCFS,Cinema,=,0.0,"9,281",3.4,3.4,3.06,"3,554",0.0,0,3.4,0.0,0.0,0,0.0,3.79,2.79,0,2023-03-04 18:28:02.527389+00:00
,ORDS,Ooredoo,+,10.03,"1,895",9.82,9.82,9.804,500,9.555,"2,290,869",9.5,0.32,3.37,938,9.834,10.69,7.001,"22,529,174",2023-03-06 16:59:26.000998+00:00
,UDCD,United Dev,+,1.192,"19,889",1.187,1.18,1.18,"5,869",1.166,"2,041,730",1.172,0.008,0.68,184,1.179,1.694,1.114,"2,408,105",2023-03-06 16:59:26.000998+00:00
,DHBK,Doha B,+,1.745,"27,491",1.717,1.714,1.714,"29,119",1.699,"4,352,501",1.698,0.016,0.94,346,1.729,2.85,1.58,"7,524,549",2023-03-06 16:59:26.000998+00:00
,MKDM,Mekdam Holding Group,-,7.5,"8,158",7.4,7.39,7.39,"1,752",7.304,"173,857",7.4,-0.01,0.14,92,7.443,8.684,5.9,"1,294,039",2023-03-06 16:59:26.000998+00:00
,IQCD,Industries Qatar,+,14.42,"3,879",14.3,14.3,14.29,"15,606",14.18,"4,284,269",14.1,0.2,1.42,"1,327",14.31,20.35,12.7,"61,330,533",2023-03-06 16:59:26.000998+00:00
,MARK,Rayyan B,+,2.771,"53,066",2.758,2.758,2.756,"21,360",2.736,"7,038,958",2.73,0.028,1.03,628,2.753,5.98,2.582,"19,380,865",2023-03-06 16:59:26.000998+00:00
,IGRD,Estithmar,-,1.931,"149,703",1.904,1.904,1.901,"10,000",1.892,"11,158,533",1.924,-0.02,1.04,639,1.907,2.765,1.423,"21,274,870",2023-03-06 16:59:26.000998+00:00
,QAMC,QAMCO,+,1.787,"365,977",1.779,1.779,1.771,"6,257",1.754,"10,256,536",1.759,0.02,1.14,800,1.776,2.819,1.46,"18,218,658",2023-03-06 16:59:26.000998+00:00
,QNBK,QNB,+,16.51,"6,372",16.3,16.3,16.26,"1,500",16.2,"4,386,906",16.21,0.09,0.56,"2,159",16.36,27.0,15.54,"71,788,185",2023-03-06 16:59:26.000998+00:00
,QIBK,QIB,+,18.73,"12,460",18.61,18.61,18.55,"2,850",18.52,"1,376,500",18.6,0.01,0.05,896,18.58,28.0,17.9,"25,578,303",2023-03-06 16:59:26.000998+00:00
,GISS,Gulf Inter,+,1.935,"262,715",1.935,1.935,1.925,"80,000",1.89,"6,562,123",1.884,0.051,2.71,360,1.911,2.348,1.449,"12,542,984",2023-03-06 16:59:26.000998+00:00
,QGMD,Qatar German Med,+,1.08,"36,661",1.054,1.046,1.046,"15,370",1.042,"8,625,788",1.044,0.002,0.19,237,1.055,2.679,0.867,"9,101,193",2023-03-06 16:59:26.000998+00:00
,ERES,Ezdan,+,0.988,"14,000",0.97,0.967,0.967,"104,531",0.937,"8,040,743",0.941,0.026,2.76,305,0.965,1.529,0.78,"7,760,068",2023-03-06 16:59:26.000998+00:00
,MRDS,Mazaya,+,0.607,"28,820",0.602,0.6,0.6,"2,028,903",0.576,"19,651,457",0.568,0.032,5.63,361,0.596,1.003,0.522,"11,707,748",2023-03-06 16:59:26.000998+00:00
,DUBK,Dukhan Bank,+,3.065,"281,759",3.056,3.056,3.015,"88,302",2.955,"4,477,677",2.97,0.086,2.9,401,3.0,4.0,2.84,"13,432,106",2023-03-06 16:59:26.000998+00:00
,MCCS,Mannai,+,6.291,"10,000",6.25,6.216,6.216,"168,582",5.755,"1,655,164",5.74,0.476,8.29,393,6.103,14.79,5.592,"10,101,881",2023-03-06 16:59:26.000998+00:00
,QFBQ,Lesha Bank,+,0.954,"78,500",0.94,0.94,0.931,"25,000",0.879,"8,222,642",0.876,0.064,7.31,221,0.917,1.94,0.803,"7,536,755",2023-03-06 16:59:26.000998+00:00
,QIGD,Investors,+,2.047,"57,190",2.035,2.035,2.031,"29,000",2.005,"2,470,275",1.996,0.039,1.95,172,2.032,2.7,1.575,"5,019,578",2023-03-06 16:59:26.000998+00:00
,QFLS,Qatar Fuel,+,16.75,"5,071",16.72,16.61,16.61,"32,739",16.5,"275,387",16.53,0.08,0.48,217,16.65,20.08,16.05,"4,586,055",2023-03-06 16:59:26.000998+00:00
,SIIS,Salam,+,0.549,"5,500",0.549,0.549,0.545,"2,479",0.522,"7,136,413",0.521,0.028,5.37,197,0.541,1.154,0.481,"3,861,486",2023-03-06 16:59:26.000998+00:00
,BRES,Barwa,+,2.907,"115,794",2.907,2.907,2.881,"8,088",2.823,"1,940,273",2.821,0.086,3.05,360,2.881,3.968,2.6,"5,590,588",2023-03-06 16:59:26.000998+00:00
,MPHC,Mesaied,+,2.218,"66,359",2.217,2.21,2.21,"447,790",2.12,"5,981,521",2.13,0.08,3.76,580,2.197,3.127,1.995,"13,142,553",2023-03-06 16:59:26.000998+00:00
,VFQS,Vodafone,+,1.619,"144,109",1.619,1.619,1.608,"16,269",1.601,"1,114,755",1.614,0.005,0.31,159,1.611,1.796,1.5,"1,795,962",2023-03-06 16:59:26.000998+00:00
,QIIK,QIIB,-,10.8,"2,732",10.79,10.73,10.73,"3,277",10.67,"714,607",10.74,-0.01,0.09,278,10.73,14.39,9.55,"7,665,317",2023-03-06 16:59:26.000998+00:00
,NLCS,Nat.leasing,+,0.708,"20,816",0.703,0.7,0.7,"138,175",0.669,"10,328,661",0.68,0.02,2.94,250,0.696,1.021,0.64,"7,188,677",2023-03-06 16:59:26.000998+00:00
,IHGS,Inma,+,3.15,"2,607",3.127,3.126,3.104,"5,000",3.09,"608,264",3.072,0.054,1.76,70,3.111,6.68,2.8,"1,892,341",2023-03-06 16:59:26.000998+00:00
,CBQK,Commercial B,-,6.22,"237,808",6.2,6.16,6.16,"266,262",6.16,"1,463,167",6.2,-0.04,0.65,599,6.193,8.699,4.8,"9,061,008",2023-03-06 16:59:26.000998+00:00
,DBIS,Dlala,+,0.835,"19,823",0.835,0.83,0.83,"91,781",0.818,"227,867",0.814,0.016,1.97,21,0.832,2.027,0.735,"189,690",2023-03-06 16:59:26.000998+00:00
,QNCD,Q Cement,+,4.439,"14,256",4.399,4.399,4.305,500,4.35,"85,900",4.35,0.049,1.13,26,4.398,5.71,4.17,"377,758",2023-03-06 16:59:26.000998+00:00
,BLDN,Baladna,+,1.39,"28,951",1.38,1.369,1.369,"10,339",1.355,"1,434,096",1.364,0.005,0.37,98,1.374,1.87,1.27,"1,969,872",2023-03-06 16:59:26.000998+00:00
,AKHI,Khaleej Ins,=,2.098,507,2.059,2.023,2.023,"114,837",2.023,"908,635",2.023,0.0,0.0,75,2.061,4.24,1.71,"1,872,525",2023-03-06 16:59:26.000998+00:00
,QGTS,Nakilat,-,3.724,"15,342",3.706,3.63,3.63,"188,665",3.617,"2,573,646",3.661,-0.031,0.85,443,3.664,4.23,3.315,"9,430,395",2023-03-06 16:59:26.000998+00:00
,GWCS,Warehousing,+,3.74,"31,900",3.733,3.652,3.652,"7,908",3.603,"37,079",3.603,0.049,1.36,25,3.687,5.006,2.9,"136,719",2023-03-06 16:59:26.000998+00:00
,QEWS,Electricity &Water,-,17.82,406,17.76,17.65,17.65,"7,532",17.62,"176,039",17.75,-0.1,0.56,211,17.71,20.0,16.76,"3,118,493",2023-03-06 16:59:26.000998+00:00
,QATI,Qatar Ins,-,1.759,"17,958",1.7,1.7,1.699,"21,623",1.699,"922,147",1.73,-0.03,1.73,63,1.705,2.59,1.5,"1,572,487",2023-03-06 16:59:26.000998+00:00
,QNNS,MILAHA,+,9.09,816,9.09,9.013,9.013,"4,473",8.9,"190,045",8.918,0.095,1.06,149,9.009,12.66,7.755,"1,712,132",2023-03-06 16:59:26.000998+00:00
,MCGS,Medicare,+,6.146,"5,537",6.07,6.07,6.001,"10,000",5.804,"246,596",5.9,0.17,2.88,56,6.015,7.825,5.505,"1,483,283",2023-03-06 16:59:26.000998+00:00
,BEMA,Beema,-,3.999,"8,061",4.075,3.65,3.801,304,3.6,"2,500",3.705,-0.055,1.48,5,3.665,5.6,3.6,"9,163",2023-03-06 16:59:26.000998+00:00
,MERS,Al Meera,=,16.0,"13,828",16.0,16.0,15.9,"100,600",15.89,"38,332",16.0,0.0,0.0,32,15.95,20.8,15.5,"611,396",2023-03-06 16:59:26.000998+00:00
,WDAM,Widam,+,1.429,"6,863",1.424,1.412,1.412,"27,490",1.371,"944,782",1.399,0.013,0.93,42,1.411,3.405,1.302,"1,333,184",2023-03-06 16:59:26.000998+00:00
,QIMD,Ind.Manf Co,-,3.023,"21,530",3.02,3.0,2.982,"25,000",2.998,"701,348",3.023,-0.023,0.76,26,3.004,4.149,2.823,"2,107,014",2023-03-06 16:59:26.000998+00:00
,QOIS,Qatar&Oman,+,0.562,"31,197",0.562,0.553,0.553,"122,268",0.552,"376,368",0.551,0.002,0.36,29,0.559,0.954,0.527,"210,314",2023-03-06 16:59:26.000998+00:00
,FALH,Al Faleh Education,-,1.139,"7,070",1.13,1.058,1.058,"7,744",1.027,"70,616",1.114,-0.056,5.03,27,1.086,1.718,1.006,"76,684",2023-03-06 16:59:26.000998+00:00
,AHCS,Aamal,+,0.976,"81,305",0.96,0.96,0.955,"12,751",0.951,"1,000,547",0.952,0.008,0.84,82,0.957,1.33,0.872,"957,853",2023-03-06 16:59:26.000998+00:00
,DOHI,Doha Ins,-,2.1,"9,500",2.1,2.099,2.095,"2,400",2.099,"53,316",2.1,-0.001,0.05,5,2.1,2.528,1.849,"111,960",2023-03-06 16:59:26.000998+00:00
,QISI,Islamic Ins,+,8.698,"5,750",8.698,8.698,8.401,"30,000",8.4,"55,600",8.6,0.098,1.14,11,8.446,9.475,7.97,"469,623",2023-03-06 16:59:26.000998+00:00
,ZHCD,Zad,-,14.42,"2,795",14.54,14.0,14.01,"2,000",14.0,"26,079",14.42,-0.42,2.91,10,14.06,20.95,13.4,"366,730",2023-03-06 16:59:26.000998+00:00
,QLMI,QLM,=,0.0,200,3.65,3.637,3.6,"5,769",0.0,0,3.637,0.0,0.0,0,0.0,6.64,3.541,0,2023-03-06 16:59:26.000998+00:00
,QGRI,General Ins,+,1.037,"13,367",1.02,1.02,0.931,"32,138",0.9,"139,169",0.99,0.03,3.03,23,0.945,2.199,0.882,"131,570",2023-03-06 16:59:26.000998+00:00
,QETF,QETF,+,10.55,"1,890",10.549,10.546,10.532,"2,076",10.5,"15,721",10.5,0.046,0.44,12,10.533,14.5,10.213,"165,595",2023-03-06 16:59:26.000998+00:00
,QATR,QATR,+,2.48,"41,649",2.401,2.402,2.4,"41,666",2.377,"15,648",2.377,0.025,1.05,14,2.417,3.194,2.092,"37,826",2023-03-06 16:59:26.000998+00:00
,ABQK,Ahli B,=,3.9,"8,472",4.2,3.9,3.901,"3,000",3.9,323,3.9,0.0,0.0,1,3.9,4.42,3.85,"1,259",2023-03-06 16:59:26.000998+00:00
,QCFS,Cinema,-,3.23,"5,806",3.2,3.23,3.102,"3,520",3.23,"1,025",3.4,-0.17,5.0,2,3.23,3.79,2.79,"3,310",2023-03-06 16:59:26.000998+00:00
,ORDS,Ooredoo,-,9.89,"12,489",9.725,9.501,9.501,"216,089",9.361,"584,948",9.82,-0.319,3.25,351,9.745,10.69,7.001,"5,700,258",2023-03-07 17:21:30.118458+00:00
,UDCD,United Dev,-,1.143,"17,952",1.136,1.128,1.128,"395,192",1.12,"8,205,117",1.18,-0.052,4.41,409,1.13,1.694,1.114,"9,273,509",2023-03-07 17:21:30.118458+00:00
,DHBK,Doha B,-,1.743,"28,621",1.712,1.704,1.704,"106,011",1.702,"5,490,567",1.714,-0.01,0.58,331,1.715,2.85,1.58,"9,418,904",2023-03-07 17:21:30.118458+00:00
,MKDM,Mekdam Holding Group,+,7.468,"8,368",7.4,7.4,7.326,"1,514",7.301,"389,797",7.39,0.01,0.14,171,7.402,8.684,5.9,"2,885,301",2023-03-07 17:21:30.118458+00:00
,IQCD,Industries Qatar,+,14.43,"208,604",14.32,14.32,14.28,"5,000",14.25,"4,637,913",14.3,0.02,0.14,"1,695",14.32,20.35,12.7,"66,420,342",2023-03-07 17:21:30.118458+00:00
,MARK,Rayyan B,+,2.775,"54,326",2.767,2.767,2.759,"9,310",2.759,"8,629,677",2.758,0.009,0.33,694,2.766,5.98,2.582,"23,865,429",2023-03-07 17:21:30.118458+00:00
,IGRD,Estithmar,-,1.922,"430,713",1.9,1.9,1.88,"82,889",1.876,"12,734,139",1.904,-0.004,0.21,652,1.901,2.765,1.423,"24,203,151",2023-03-07 17:21:30.118458+00:00
,QAMC,QAMCO,-,1.794,"10,000",1.765,1.764,1.764,"897,859",1.755,"8,698,338",1.779,-0.015,0.84,542,1.774,2.819,1.46,"15,430,669",2023-03-07 17:21:30.118458+00:00
,QNBK,QNB,+,16.68,"15,168",16.63,16.6,16.6,"201,007",16.28,"3,206,772",16.3,0.3,1.84,"1,658",16.48,27.0,15.54,"52,839,881",2023-03-07 17:21:30.118458+00:00
